date,open,high,low,close,volume
3/19/2015,32.188,32.311,31.85,31.874,183237960
3/20/2015,32.063,32.1,31.29,31.475,274780544
3/23/2015,31.78,31.963,31.63,31.803,150838696
3/24/2015,31.808,32.01,31.64,31.673,131369216
3/25/2015,31.635,31.705,30.845,30.845,206620708
3/26/2015,30.69,31.22,30.65,31.06,190291476
3/27/2015,31.143,31.175,30.728,30.813,158184604
3/30/2015,31.013,31.6,31,31.593,188398680
3/31/2015,31.523,31.623,31.089,31.108,168362212
4/1/2015,31.205,31.28,30.775,31.063,162485748
4/2/2015,31.258,31.39,31.048,31.33,128880524
4/6/2015,31.118,31.878,31.083,31.838,148775900
4/7/2015,31.91,32.03,31.495,31.503,140049072
4/8/2015,31.463,31.6,31.243,31.4,149316972
4/9/2015,31.463,31.645,31.165,31.64,129935896
4/10/2015,31.488,31.803,31.315,31.775,160751812
4/13/2015,32.093,32.143,31.653,31.713,145460492
4/14/2015,31.75,31.823,31.478,31.575,102098372
4/15/2015,31.603,31.783,31.503,31.695,115881676
4/16/2015,31.57,31.775,31.528,31.543,113475948
4/17/2015,31.388,31.535,31.115,31.188,207828184
4/20/2015,31.393,32.03,31.293,31.9,188217240
4/21/2015,32.025,32.05,31.668,31.728,129740228
4/22/2015,31.748,32.218,31.58,32.155,150618020
4/23/2015,32.075,32.605,32.035,32.417,183083608
4/24/2015,32.623,32.658,32.307,32.57,178103620
4/27/2015,33.078,33.283,32.788,33.163,387816828
4/28/2015,33.614,33.635,32.393,32.64,475695880
4/29/2015,32.54,32.898,32.075,32.16,253544332
4/30/2015,31.875,31.97,31.145,31.288,332781692
5/1/2015,31.525,32.533,31.325,32.237,234050552
5/4/2015,32.375,32.643,32.065,32.175,203953112
5/5/2015,32.038,32.112,31.445,31.45,197085664
5/6/2015,31.64,31.688,30.84,31.253,288564040
5/7/2015,31.193,31.52,31.005,31.315,175763580
5/8/2015,31.67,31.905,31.528,31.905,222201528
5/11/2015,31.848,31.89,31.406,31.58,168143028
5/12/2015,31.4,31.72,31.205,31.466,192640128
5/13/2015,31.538,31.798,31.468,31.503,138776940
5/14/2015,31.853,32.237,31.79,32.237,180813824
5/15/2015,32.268,32.373,32.053,32.193,152832136
5/18/2015,32.095,32.68,32.09,32.548,203531672
5/19/2015,32.673,32.72,32.41,32.518,178532960
5/20/2015,32.5,32.745,32.335,32.515,145819728
5/21/2015,32.518,32.908,32.458,32.848,158921456
5/22/2015,32.9,33.243,32.85,33.135,182383888
5/26/2015,33.15,33.228,32.28,32.405,282790240
5/27/2015,32.585,33.065,32.513,33.011,183332984
5/28/2015,32.965,32.988,32.775,32.945,122933236
5/29/2015,32.808,32.863,32.475,32.57,203537808
6/1/2015,32.8,32.848,32.513,32.634,128451188
6/2/2015,32.465,32.664,32.33,32.49,134670508
6/3/2015,32.665,32.735,32.475,32.53,123934168
6/4/2015,32.395,32.645,32.228,32.34,153800472
6/5/2015,32.375,32.423,32.09,32.163,142507200
6/8/2015,32.225,32.303,31.708,31.95,210699144
6/9/2015,31.675,32.02,31.405,31.855,224301680
6/10/2015,31.98,32.335,31.963,32.22,156349000
6/11/2015,32.295,32.545,32.119,32.148,141563548
6/12/2015,32.046,32.083,31.778,31.793,147544984
6/15/2015,31.525,31.81,31.428,31.73,175955784
6/16/2015,31.758,31.963,31.593,31.9,125976524
6/17/2015,31.93,31.97,31.685,31.825,131672284
6/18/2015,31.808,32.078,31.805,31.97,141628880
6/19/2015,31.928,31.955,31.6,31.65,218867548
6/22/2015,31.873,32.015,31.77,31.903,136157380
6/23/2015,31.87,31.903,31.72,31.758,121075452
6/24/2015,31.803,32.45,31.78,32.028,221123420
6/25/2015,32.215,32.3,31.875,31.875,127752400
6/26/2015,31.918,31.998,31.628,31.688,176267364
6/29/2015,31.365,31.618,31.12,31.133,196645708
6/30/2015,31.393,31.53,31.215,31.356,177482728
7/1/2015,31.725,31.735,31.498,31.65,120955244
7/2/2015,31.608,31.673,31.443,31.61,108843808
7/6/2015,31.235,31.558,31.213,31.5,112241724
7/7/2015,31.473,31.538,30.943,31.423,187787244
7/8/2015,31.12,31.16,30.635,30.643,243046456
7/9/2015,30.963,31.015,29.805,30.018,314380152
7/10/2015,30.485,30.963,30.303,30.82,245417896
7/13/2015,31.258,31.439,31.08,31.415,165762152
7/14/2015,31.51,31.593,31.26,31.403,127072556
7/15/2015,31.43,31.788,31.395,31.705,134596800
7/16/2015,31.935,32.143,31.838,32.127,144889788
7/17/2015,32.27,32.405,32.078,32.405,184658840
7/20/2015,32.743,33.243,32.675,33.018,235600812
7/21/2015,33.213,33.23,32.58,32.688,307025708
7/22/2015,30.498,31.375,30.498,31.305,461802428
7/23/2015,31.55,31.773,31.265,31.29,203997808
7/24/2015,31.33,31.435,30.975,31.125,168649328
7/27/2015,30.773,30.903,30.53,30.693,177822160
7/28/2015,30.845,30.978,30.638,30.845,134472388
7/29/2015,30.788,30.875,30.568,30.748,148046612
7/30/2015,30.58,30.642,30.428,30.593,134513072
7/31/2015,30.65,30.661,30.228,30.325,171539812
8/3/2015,30.375,30.643,29.38,29.61,279903872
8/4/2015,29.355,29.425,28.313,28.66,496554492
8/5/2015,28.238,29.36,28.025,28.85,397250452
8/6/2015,28.993,29.125,28.529,28.783,211612160
8/7/2015,28.645,29.063,28.625,28.88,154681620
8/10/2015,29.133,29.998,29.133,29.93,219806388
8/11/2015,29.453,29.545,28.333,28.373,388331256
8/12/2015,28.133,28.855,27.408,28.81,406742440
8/13/2015,29.01,29.1,28.635,28.788,194143156
8/14/2015,28.58,29.078,28.503,28.99,171718064
8/17/2015,29.01,29.413,28.875,29.29,163538980
8/18/2015,29.108,29.36,29.003,29.125,138242832
8/19/2015,29.025,29.13,28.67,28.753,193146040
8/20/2015,28.52,28.588,27.908,28.163,274006488
8/21/2015,27.608,27.975,26.411,26.44,513101884
8/24/2015,23.718,27.2,23,25.78,648825168
8/25/2015,27.778,27.778,25.875,25.935,414406396
8/26/2015,26.771,27.473,26.263,27.423,387098444
8/27/2015,28.058,28.31,27.505,28.23,338464224
8/28/2015,28.043,28.328,27.885,28.323,212657628
8/31/2015,28.008,28.633,28,28.19,224917084
9/1/2015,27.538,27.97,26.84,26.93,307383440
9/2/2015,27.558,28.085,27.283,28.085,247555248
9/3/2015,28.123,28.195,27.51,27.593,212935760
9/4/2015,27.243,27.613,27.128,27.318,199985244
9/8/2015,27.938,28.14,27.58,28.078,219374504
9/9/2015,28.44,28.505,27.443,27.538,340043216
9/10/2015,27.568,28.321,27.475,28.143,251571324
9/11/2015,27.948,28.553,27.94,28.553,199661892
9/14/2015,29.145,29.223,28.715,28.828,233453724
9/15/2015,28.983,29.133,28.605,29.07,173364620
9/16/2015,29.063,29.135,28.86,29.103,148693956
9/17/2015,28.915,29.123,28.429,28.48,256450564
9/18/2015,28.053,28.575,27.968,28.363,297141164
9/21/2015,28.418,28.843,28.415,28.803,200887860
9/22/2015,28.345,28.545,28.13,28.35,201384636
9/23/2015,28.408,28.68,28.325,28.58,143026864
9/24/2015,28.313,28.875,28.093,28.75,200877900
9/25/2015,29.11,29.173,28.505,28.678,224607704
9/28/2015,28.463,28.643,28.11,28.11,208436044
9/29/2015,28.208,28.378,26.965,27.265,293461536
9/30/2015,27.543,27.885,27.183,27.575,265892132
10/1/2015,27.268,27.405,26.828,27.395,255716400
10/2/2015,27.003,27.753,26.888,27.595,232079032
10/5/2015,27.47,27.842,27.268,27.695,208258972
10/6/2015,27.658,27.935,27.441,27.828,195427908
10/7/2015,27.935,27.943,27.353,27.695,187062200
10/8/2015,27.548,27.548,27.053,27.375,247918308
10/9/2015,27.5,28.07,27.373,28.03,211064560
10/12/2015,28.183,28.188,27.86,27.9,121868816
10/13/2015,27.705,28.113,27.67,27.948,132197024
10/14/2015,27.823,27.88,27.39,27.553,177849796
10/15/2015,27.733,28.025,27.623,27.965,150693808
10/16/2015,27.945,28,27.633,27.76,156930436
10/19/2015,27.7,27.938,27.528,27.933,119036612
10/20/2015,27.835,28.543,27.705,28.443,195871052
10/21/2015,28.5,28.895,28.425,28.44,169307896
10/22/2015,28.583,28.875,28.525,28.875,166616356
10/23/2015,29.175,29.807,29.083,29.77,237467656
10/26/2015,29.52,29.533,28.73,28.82,265335124
10/27/2015,28.85,29.135,28.498,28.638,279537600
10/28/2015,29.233,29.825,29.015,29.818,342205408
10/29/2015,29.675,30.173,29.568,30.133,204909336
10/30/2015,30.248,30.305,29.863,29.875,197461016
11/2/2015,29.968,30.34,29.903,30.295,128813068
11/3/2015,30.198,30.873,30.175,30.643,182075904
11/4/2015,30.783,30.955,30.405,30.5,179544200
11/5/2015,30.463,30.673,30.045,30.23,158210720
11/6/2015,30.278,30.453,30.155,30.265,132169132
11/9/2015,30.24,30.453,30.013,30.143,135485620
11/10/2015,29.225,29.518,29.015,29.193,236511724
11/11/2015,29.093,29.355,28.803,29.028,180871884
11/12/2015,29.065,29.205,28.913,28.93,130102316
11/13/2015,28.8,28.893,28.068,28.085,183249612
11/16/2015,27.845,28.56,27.75,28.544,152426804
11/17/2015,28.73,28.763,28.33,28.423,110467756
11/18/2015,28.94,29.373,28.875,29.323,186698788
11/19/2015,29.41,29.938,29.19,29.695,173183280
11/20/2015,29.8,29.98,29.713,29.825,137148384
11/23/2015,29.818,29.933,29.335,29.438,129930112
11/24/2015,29.333,29.838,29.28,29.72,171212688
11/25/2015,29.803,29.808,29.48,29.508,85553232
11/27/2015,29.573,29.603,29.4,29.453,52185780
11/30/2015,29.498,29.853,29.438,29.575,156721288
12/1/2015,29.688,29.703,29.215,29.335,139409496
12/2/2015,29.263,29.528,29.02,29.07,133546252
12/3/2015,29.138,29.198,28.555,28.8,166278036
12/4/2015,28.823,29.813,28.778,29.758,231107908
12/7/2015,29.745,29.965,29.453,29.57,128336996
12/8/2015,29.38,29.65,29.215,29.558,137237800
12/9/2015,29.41,29.423,28.77,28.905,185445428
12/10/2015,29.01,29.235,28.878,29.043,116850908
12/11/2015,28.798,28.848,28.213,28.295,187544644
12/14/2015,28.045,28.17,27.448,28.12,260014436
12/15/2015,27.985,28.2,27.588,27.623,213292420
12/16/2015,27.768,27.998,27.2,27.835,224953868
12/17/2015,28.005,28.063,27.245,27.245,179091308
12/18/2015,27.228,27.38,26.453,26.508,385813308
12/21/2015,26.82,26.843,26.393,26.833,190362440
12/22/2015,26.85,26.93,26.613,26.808,131157468
12/23/2015,26.818,27.213,26.8,27.153,130629416
12/24/2015,27.25,27.25,26.988,27.008,54386720
12/28/2015,26.898,26.923,26.545,26.705,106816840
12/29/2015,26.74,27.358,26.715,27.185,123724972
12/30/2015,27.145,27.175,26.795,26.83,100855108
12/31/2015,26.753,26.758,26.205,26.315,163649264
1/4/2016,25.653,26.342,25.5,26.338,270597548
1/5/2016,26.438,26.463,25.603,25.678,223163968
1/6/2016,25.14,25.593,24.968,25.175,273829552
1/7/2016,24.67,25.033,24.108,24.113,324377712
1/8/2016,24.638,24.778,24.19,24.24,283192064
1/11/2016,24.743,24.765,24.335,24.633,198957508
1/12/2016,25.138,25.173,24.71,24.99,196616908
1/13/2016,25.08,25.298,24.325,24.348,249758524
1/14/2016,24.49,25.12,23.935,24.88,252680508
1/15/2016,24.05,24.428,23.84,24.283,319335564
1/19/2016,24.603,24.663,23.875,24.165,212350988
1/20/2016,23.775,24.547,23.355,24.198,289337664
1/21/2016,24.265,24.47,23.735,24.075,208645852
1/22/2016,24.658,25.365,24.593,25.355,263201868
1/25/2016,25.38,25.383,24.803,24.86,207178100
1/26/2016,24.983,25.22,24.518,24.998,300308008
1/27/2016,24.01,24.157,23.335,23.355,533478696
1/28/2016,23.448,23.63,23.098,23.523,222715300
1/29/2016,23.698,24.335,23.588,24.335,257666016
2/1/2016,24.118,24.178,23.85,24.108,163774164
2/2/2016,23.855,24.01,23.57,23.62,149428860
2/3/2016,23.75,24.21,23.52,24.088,183857176
2/4/2016,23.965,24.333,23.798,24.15,185886608
2/5/2016,24.13,24.23,23.423,23.505,185672256
2/8/2016,23.283,23.925,23.26,23.753,216085500
2/9/2016,23.573,23.985,23.483,23.748,177324780
2/10/2016,23.98,24.088,23.525,23.568,169374404
2/11/2016,23.448,23.68,23.148,23.425,200298844
2/12/2016,23.548,23.625,23.253,23.498,161405524
2/16/2016,23.755,24.213,23.653,24.16,196231664
2/17/2016,24.168,24.553,24.038,24.53,179452972
2/18/2016,24.71,24.723,24.023,24.065,156083932
2/19/2016,24,24.19,23.95,24.01,141496692
2/22/2016,24.078,24.225,23.98,24.22,137123032
2/23/2016,24.1,24.125,23.638,23.673,127770532
2/24/2016,23.495,24.095,23.33,24.025,145022980
2/25/2016,24.013,24.19,23.813,24.19,110330636
2/26/2016,24.3,24.506,24.145,24.228,115964524
2/29/2016,24.215,24.558,24.163,24.173,140865108
3/1/2016,24.413,25.193,24.355,25.133,201628588
3/2/2016,25.128,25.223,24.91,25.188,132678240
3/3/2016,25.145,25.427,25.113,25.375,147822968
3/4/2016,25.593,25.938,25.343,25.753,184220400
3/7/2016,25.598,25.708,25.24,25.468,143663240
3/8/2016,25.195,25.44,25.1,25.258,126247556
3/9/2016,25.328,25.395,25.068,25.28,108806732
3/10/2016,25.353,25.56,25.038,25.293,134054308
3/11/2016,25.56,25.57,25.375,25.565,109632948
3/14/2016,25.478,25.728,25.445,25.63,100304248
3/15/2016,25.99,26.295,25.963,26.145,160270936
3/16/2016,26.153,26.578,26.148,26.493,153213972
3/17/2016,26.38,26.618,26.24,26.45,137682820
3/18/2016,26.585,26.625,26.298,26.48,176820684
3/21/2016,26.483,26.913,26.285,26.478,142010712
3/22/2016,26.313,26.823,26.303,26.68,129777500
3/23/2016,26.62,26.768,26.475,26.533,102813980
3/24/2016,26.368,26.563,26.223,26.418,104531820
3/28/2016,26.5,26.548,26.265,26.298,77645488
3/29/2016,26.223,26.948,26.22,26.92,124760332
3/30/2016,27.163,27.605,27.15,27.39,182404596
3/31/2016,27.43,27.475,27.22,27.248,103553796
4/1/2016,27.195,27.5,27.05,27.498,103495800
4/4/2016,27.605,28.048,27.568,27.78,149424816
4/5/2016,27.378,27.683,27.355,27.453,106314608
4/6/2016,27.558,27.745,27.3,27.74,105616308
4/7/2016,27.488,27.605,27.03,27.135,127207480
4/8/2016,27.228,27.443,27.043,27.165,94326960
4/11/2016,27.243,27.653,27.208,27.255,117630072
4/12/2016,27.335,27.625,27.165,27.61,108929300
4/13/2016,27.7,28.085,27.7,28.01,133029264
4/14/2016,27.905,28.098,27.833,28.025,101895692
4/15/2016,28.028,28.075,27.433,27.463,187755876
4/18/2016,27.223,27.238,26.735,26.87,243285844
4/19/2016,26.97,27,26.558,26.728,129539516
4/20/2016,26.66,27.023,26.515,26.783,122444120
4/21/2016,26.733,26.733,26.38,26.493,126210100
4/22/2016,26.253,26.62,26.155,26.42,134732484
4/25/2016,26.25,26.413,26.128,26.27,112126352
4/26/2016,25.978,26.325,25.978,26.088,224064660
4/27/2016,24,24.678,23.92,24.455,458408568
4/28/2016,24.403,24.47,23.563,23.708,328970760
4/29/2016,23.498,23.68,23.128,23.435,274125912
5/2/2016,23.491,23.52,23.1,23.41,192640416
5/3/2016,23.55,23.935,23.42,23.795,227325108
5/4/2016,23.8,23.975,23.455,23.548,164101900
5/5/2016,23.5,23.518,23.17,23.31,143562000
5/6/2016,23.343,23.363,22.963,23.18,174799544
5/9/2016,23.25,23.443,23.148,23.198,131745744
5/10/2016,23.333,23.393,23.028,23.355,134747344
5/11/2016,23.37,23.393,23.115,23.128,114876436
5/12/2016,23.18,23.195,22.368,22.585,305258760
5/13/2016,22.5,22.918,22.5,22.63,177571060
5/16/2016,23.098,23.598,22.913,23.47,245039024
5/17/2016,23.638,23.675,23.253,23.373,187667756
5/18/2016,23.54,23.803,23.473,23.64,168249564
5/19/2016,23.66,23.66,23.393,23.55,121768400
5/20/2016,23.66,23.858,23.63,23.805,128103872
5/23/2016,23.968,24.298,23.918,24.108,152074572
5/24/2016,24.305,24.523,24.21,24.475,140560696
5/25/2016,24.668,24.935,24.528,24.905,154568432
5/26/2016,24.92,25.183,24.66,25.103,225324636
5/27/2016,24.86,25.118,24.811,25.088,145364960
5/31/2016,24.9,25.1,24.705,24.965,169228848
6/1/2016,24.755,24.885,24.583,24.615,116693140
6/2/2016,24.4,24.46,24.158,24.43,160766400
6/3/2016,24.448,24.568,24.363,24.48,114019552
6/6/2016,24.498,25.473,24.388,24.658,93170016
6/7/2016,24.813,24.968,24.74,24.758,89637800
6/8/2016,24.755,24.89,24.67,24.735,83392524
6/9/2016,24.625,24.998,24.615,24.913,106405416
6/10/2016,24.633,24.836,24.62,24.708,126851744
6/13/2016,24.673,24.78,24.275,24.335,152081976
6/14/2016,24.33,24.619,24.188,24.365,127727776
6/15/2016,24.455,24.603,24.258,24.285,117780908
6/16/2016,24.113,24.438,24.018,24.388,125307260
6/17/2016,24.155,24.163,23.825,23.833,244032876
6/20/2016,24,24.143,23.758,23.775,137647604
6/21/2016,23.735,24.088,23.669,23.978,142185432
6/22/2016,24.063,24.223,23.838,23.888,116876488
6/23/2016,23.985,24.073,23.813,24.025,128960748
6/24/2016,23.228,23.664,23.163,23.35,301245424
6/27/2016,23.25,23.263,22.875,23.01,186488752
6/28/2016,23.225,23.415,23.035,23.398,161779656
6/29/2016,23.493,23.638,23.408,23.6,146124024
6/30/2016,23.61,23.943,23.575,23.9,143345424
7/1/2016,23.873,24.116,23.833,23.973,104106160
7/5/2016,23.848,23.85,23.615,23.748,110820840
7/6/2016,23.65,23.915,23.593,23.883,123796360
7/7/2016,23.925,24.125,23.905,23.985,100525268
7/8/2016,24.123,24.223,24.013,24.17,115648412
7/11/2016,24.188,24.413,24.183,24.245,95179780
7/12/2016,24.293,24.425,24.28,24.355,96669852
7/13/2016,24.353,24.418,24.21,24.218,103568684
7/14/2016,24.348,24.748,24.33,24.698,155675988
7/15/2016,24.73,24.825,24.625,24.695,120547960
7/18/2016,24.675,25.033,24.65,24.958,145975468
7/19/2016,24.89,25,24.835,24.968,95119696
7/20/2016,25,25.115,24.934,24.99,105103872
7/21/2016,24.958,25.25,24.783,24.858,130808112
7/22/2016,24.815,24.825,24.578,24.665,113254676
7/25/2016,24.563,24.71,24.23,24.335,161531684
7/26/2016,24.205,24.493,24.105,24.168,224959288
7/27/2016,26.066,26.088,25.688,25.738,369379280
7/28/2016,25.708,26.113,25.705,26.085,159479356
7/29/2016,26.048,26.138,25.92,26.053,110934752
8/1/2016,26.103,26.538,26.103,26.513,152671484
8/2/2016,26.513,26.518,26,26.12,135266224
8/3/2016,26.203,26.46,26.193,26.448,120810564
8/4/2016,26.395,26.5,26.32,26.468,109634600
8/5/2016,26.568,26.913,26.545,26.87,162213608
8/8/2016,26.88,27.093,26.79,27.093,112148880
8/9/2016,27.058,27.235,27.003,27.203,105260816
8/10/2016,27.178,27.225,26.94,27,96034020
8/11/2016,27.13,27.233,26.963,26.983,109938024
8/12/2016,26.945,27.11,26.945,27.045,74641736
8/15/2016,27.035,27.385,27.02,27.37,103472836
8/16/2016,27.408,27.558,27.303,27.345,135177792
8/17/2016,27.275,27.343,27.085,27.305,101423904
8/18/2016,27.308,27.4,27.255,27.27,87938812
8/19/2016,27.193,27.423,27.09,27.34,101472288
8/22/2016,27.215,27.275,26.963,27.128,103280920
8/23/2016,27.148,27.33,27.133,27.213,85030676
8/24/2016,27.141,27.188,26.92,27.008,94700324
8/25/2016,26.848,26.97,26.67,26.893,100344992
8/26/2016,26.853,26.988,26.578,26.735,111065164
8/29/2016,26.655,26.86,26.573,26.705,99881200
8/30/2016,26.45,26.625,26.375,26.5,99455780
8/31/2016,26.415,26.642,26.41,26.525,118649624
9/1/2016,26.535,26.7,26.405,26.683,106806092
9/2/2016,26.925,27,26.705,26.933,107209800
9/6/2016,26.975,27.075,26.878,26.925,107521564
9/7/2016,26.958,27.19,26.768,27.09,169457312
9/8/2016,26.813,26.818,26.31,26.38,212008104
9/9/2016,26.16,26.43,25.783,25.783,186227936
9/12/2016,25.663,26.43,25.633,26.36,181171080
9/13/2016,26.878,27.198,26.81,26.988,248704760
9/14/2016,27.183,28.258,27.15,27.943,449361272
9/15/2016,28.465,28.933,28.373,28.893,362452708
9/16/2016,28.78,29.033,28.51,28.73,319547644
9/19/2016,28.798,29.045,28.313,28.395,188092184
9/20/2016,28.263,28.53,28.128,28.393,138057076
9/21/2016,28.463,28.497,28.11,28.388,144012740
9/22/2016,28.588,28.735,28.5,28.655,124295936
9/23/2016,28.605,28.698,27.888,28.178,209924604
9/26/2016,27.91,28.348,27.888,28.22,119477768
9/27/2016,28.25,28.295,28.085,28.273,98429648
9/28/2016,28.423,28.66,28.358,28.488,118564340
9/29/2016,28.29,28.45,27.95,28.045,143547960
9/30/2016,28.115,28.343,27.95,28.263,145516424
10/3/2016,28.178,28.263,28.07,28.13,86807040
10/4/2016,28.265,28.578,28.158,28.25,118947340
10/5/2016,28.35,28.415,28.173,28.263,85812356
10/6/2016,28.425,28.585,28.283,28.473,115117252
10/7/2016,28.578,28.64,28.378,28.515,97433772
10/10/2016,28.755,29.188,28.68,29.013,144943824
10/11/2016,29.425,29.673,29.05,29.075,256164172
10/12/2016,29.338,29.495,29.188,29.335,150347148
10/13/2016,29.198,29.36,28.93,29.245,140769624
10/14/2016,29.47,29.543,29.283,29.408,142608764
10/17/2016,29.333,29.46,29.195,29.388,94499584
10/18/2016,29.545,29.553,29.363,29.368,98213912
10/19/2016,29.313,29.44,28.45,29.28,80138376
10/20/2016,29.215,29.345,29.083,29.265,96503204
10/21/2016,29.203,29.228,29.07,29.15,92770660
10/24/2016,29.275,29.435,29.25,29.413,94154692
10/25/2016,29.488,29.59,29.328,29.563,192515880
10/26/2016,28.578,28.925,28.328,28.898,264536876
10/27/2016,28.848,28.965,28.525,28.62,138248180
10/28/2016,28.468,28.803,28.363,28.43,151446648
10/31/2016,28.413,28.558,28.3,28.385,105677592
11/1/2016,28.365,28.443,27.633,27.873,175303248
11/2/2016,27.85,28.088,27.808,27.898,113326836
11/3/2016,27.745,27.865,27.388,27.458,107730408
11/4/2016,27.133,27.563,27.028,27.21,123347988
11/7/2016,27.52,27.628,27.365,27.603,130240000
11/8/2016,27.578,27.93,27.425,27.765,97016716
11/9/2016,27.47,27.83,27.013,27.72,236705444
11/10/2016,27.773,27.773,26.458,26.948,228538164
11/11/2016,26.78,27.218,26.638,27.108,136575592
11/14/2016,26.928,26.952,26.02,26.428,204702016
11/15/2016,26.643,26.92,26.54,26.778,129058040
11/16/2016,26.675,27.558,26.65,27.498,235362088
11/17/2016,27.453,27.588,27.208,27.488,110528012
11/18/2016,27.43,27.635,27.415,27.515,113715668
11/21/2016,27.53,27.998,27.503,27.933,117058284
11/22/2016,27.988,28.105,27.85,27.95,103862136
11/23/2016,27.84,27.878,27.583,27.808,109705576
11/25/2016,27.783,27.968,27.738,27.948,45903688
11/28/2016,27.858,28.116,27.848,27.893,108775932
11/29/2016,27.695,28.008,27.518,27.865,114115000
11/30/2016,27.9,28.05,27.568,27.63,144649032
12/1/2016,27.591,27.735,27.258,27.373,148347448
12/2/2016,27.293,27.523,27.213,27.475,106111988
12/5/2016,27.5,27.508,27.063,27.278,137298160
12/6/2016,27.375,27.59,27.298,27.488,104781848
12/7/2016,27.315,27.798,27.29,27.758,119994876
12/8/2016,27.715,28.108,27.65,28.03,108273264
12/9/2016,28.078,28.675,28.078,28.488,137610508
12/12/2016,28.323,28.75,28.123,28.325,105497508
12/13/2016,28.46,28.98,28.438,28.798,174935244
12/14/2016,28.76,29.05,28.745,28.798,136127336
12/15/2016,28.845,29.183,28.808,28.955,186098176
12/16/2016,29.118,29.125,28.911,28.993,177404536
12/19/2016,28.95,29.345,28.938,29.16,111117692
12/20/2016,29.185,29.375,29.17,29.238,85699860
12/21/2016,29.2,29.35,29.195,29.265,95132660
12/22/2016,29.088,29.128,28.91,29.073,104343416
12/23/2016,28.898,29.13,28.898,29.13,56997936
12/27/2016,29.13,29.45,29.123,29.315,73187420
12/28/2016,29.38,29.504,29.05,29.19,83623568
12/29/2016,29.113,29.277,29.1,29.183,60158076
12/30/2016,29.163,29.3,28.858,28.955,122345060
1/3/2017,28.95,29.083,28.69,29.038,115127460
1/4/2017,28.963,29.128,28.938,29.005,84472464
1/5/2017,28.98,29.216,28.953,29.153,88774348
1/6/2017,29.195,29.54,29.118,29.478,127007600
1/9/2017,29.488,29.858,29.485,29.748,134247792
1/10/2017,29.693,29.845,29.575,29.778,97848204
1/11/2017,29.685,29.983,29.65,29.938,110354372
1/12/2017,29.724,29.825,29.553,29.813,108344880
1/13/2017,29.778,29.905,29.703,29.76,104447792
1/17/2017,29.585,30.06,29.555,30,137759372
1/18/2017,30,30.125,29.928,29.998,94851844
1/19/2017,29.85,30.023,29.843,29.945,102389164
1/20/2017,30.113,30.113,29.934,30,130391568
1/23/2017,30,30.203,29.943,30.02,88200872
1/24/2017,29.888,30.025,29.875,29.993,92844152
1/25/2017,30.105,30.525,30.07,30.47,130346692
1/26/2017,30.418,30.61,30.4,30.485,105350304
1/27/2017,30.535,30.588,30.4,30.488,82251776
1/30/2017,30.233,30.408,30.165,30.408,121510012
1/31/2017,30.288,30.348,30.155,30.338,196803972
2/1/2017,31.758,32.623,31.753,32.188,447940160
2/2/2017,31.994,32.347,31.945,32.133,134841644
2/3/2017,32.078,32.298,32.04,32.27,98029204
2/6/2017,32.283,32.625,32.225,32.572,107383696
2/7/2017,32.635,33.023,32.612,32.883,152735364
2/8/2017,32.838,33.055,32.805,33.01,92016288
2/9/2017,32.913,33.111,32.78,33.105,113399436
2/10/2017,33.115,33.235,33.013,33.03,80261832
2/13/2017,33.27,33.455,33.188,33.323,92141684
2/14/2017,33.368,33.773,33.313,33.755,132904892
2/15/2017,33.88,34.068,33.655,33.878,142492400
2/16/2017,33.918,33.975,33.71,33.836,90338220
2/17/2017,33.775,33.958,33.775,33.93,88792788
2/21/2017,34.058,34.188,33.995,34.175,98028624
2/22/2017,34.108,34.28,34.028,34.278,83347728
2/23/2017,34.345,34.37,34.075,34.133,83152744
2/24/2017,33.978,34.165,33.82,34.165,87106340
2/27/2017,34.285,34.359,34.07,34.233,81029704
2/28/2017,34.27,34.359,34.175,34.248,93931440
3/1/2017,34.473,35.038,34.399,34.948,145658340
3/2/2017,35,35.07,34.69,34.74,104843936
3/3/2017,34.695,34.958,34.648,34.945,86284484
3/6/2017,34.841,34.943,34.649,34.835,87000176
3/7/2017,34.765,34.995,34.698,34.88,69785188
3/8/2017,34.738,34.95,34.705,34.75,74828944
3/9/2017,34.685,34.698,34.263,34.67,88623616
3/10/2017,34.813,34.839,34.66,34.785,78451204
3/13/2017,34.713,34.858,34.705,34.8,69686868
3/14/2017,34.825,34.913,34.71,34.748,61236260
3/15/2017,34.853,35.188,34.756,35.115,102767096
3/16/2017,35.18,35.255,35.065,35.173,76927992
3/17/2017,35.25,35.25,34.973,34.998,175539808
3/20/2017,35.1,35.375,35.058,35.365,86168152
3/21/2017,35.528,35.7,34.933,34.96,158119648
3/22/2017,34.961,35.4,34.94,35.355,103440660
3/23/2017,35.315,35.396,35.153,35.23,81385204
3/24/2017,35.375,35.435,35.088,35.16,89582252
3/27/2017,34.848,35.305,34.655,35.22,94300376
3/28/2017,35.228,36.01,35.155,35.95,133499220
3/29/2017,35.92,36.123,35.798,36.03,116759820
3/30/2017,36.048,36.125,35.875,35.983,84829008
3/31/2017,35.93,36.068,35.753,35.915,78646604
4/3/2017,35.928,36.03,35.763,35.925,79942856
4/4/2017,35.813,36.223,35.793,36.193,79565416
4/5/2017,36.055,36.365,35.953,36.005,110871416
4/6/2017,36.073,36.13,35.863,35.915,84596136
4/7/2017,35.933,36.045,35.818,35.835,66688792
